Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Sum
1991,Male,Mortality,Acute lymphoblastic leukaemia,1.0,9.0,8.0,10.0,5.0,1.0,8.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,3.0,4.0,3.0,0.0,0.0,
1992,Male,Mortality,Acute lymphoblastic leukaemia,6.0,5.0,9.0,12.0,11.0,2.0,3.0,2.0,5.0,6.0,1.0,3.0,3.0,2.0,6.0,3.0,0.0,2.0,0.0,
1993,Male,Mortality,Acute lymphoblastic leukaemia,5.0,5.0,2.0,8.0,4.0,5.0,2.0,5.0,2.0,2.0,3.0,2.0,1.0,5.0,6.0,4.0,4.0,3.0,0.0,
1994,Male,Mortality,Acute lymphoblastic leukaemia,5.0,11.0,12.0,7.0,5.0,7.0,4.0,3.0,0.0,2.0,5.0,3.0,8.0,7.0,4.0,4.0,4.0,4.0,0.0,
1995,Male,Mortality,Acute lymphoblastic leukaemia,5.0,12.0,7.0,9.0,6.0,2.0,6.0,5.0,2.0,3.0,6.0,2.0,2.0,3.0,2.0,6.0,0.0,3.0,0.0,
1996,Male,Mortality,Acute lymphoblastic leukaemia,3.0,12.0,5.0,9.0,8.0,2.0,5.0,0.0,8.0,3.0,4.0,1.0,2.0,7.0,7.0,3.0,5.0,2.0,0.0,
1997,Male,Mortality,Acute lymphoblastic leukaemia,3.0,6.0,5.0,6.0,8.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,6.0,2.0,3.0,2.0,0.0,
1998,Male,Mortality,Acute lymphoblastic leukaemia,9.0,5.0,13.0,10.0,4.0,3.0,4.0,7.0,1.0,4.0,6.0,6.0,3.0,3.0,6.0,3.0,1.0,3.0,0.0,
1999,Male,Mortality,Acute lymphoblastic leukaemia,2.0,11.0,5.0,12.0,8.0,7.0,3.0,6.0,3.0,5.0,4.0,5.0,6.0,2.0,7.0,3.0,3.0,3.0,0.0,
2000,Male,Mortality,Acute lymphoblastic leukaemia,3.0,6.0,4.0,5.0,7.0,3.0,1.0,0.0,1.0,8.0,5.0,6.0,9.0,8.0,2.0,9.0,3.0,2.0,0.0,
2001,Male,Mortality,Acute lymphoblastic leukaemia,3.0,10.0,3.0,3.0,6.0,6.0,6.0,3.0,2.0,2.0,0.0,3.0,5.0,3.0,3.0,0.0,3.0,0.0,0.0,
2002,Male,Mortality,Acute lymphoblastic leukaemia,2.0,3.0,6.0,9.0,5.0,2.0,5.0,1.0,3.0,5.0,4.0,2.0,3.0,6.0,4.0,5.0,3.0,3.0,0.0,
2003,Male,Mortality,Acute lymphoblastic leukaemia,1.0,6.0,3.0,0.0,5.0,1.0,5.0,4.0,6.0,6.0,5.0,4.0,3.0,7.0,7.0,4.0,4.0,5.0,0.0,
2004,Male,Mortality,Acute lymphoblastic leukaemia,3.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,9.0,1.0,7.0,1.0,1.0,0.0,
2005,Male,Mortality,Acute lymphoblastic leukaemia,3.0,4.0,4.0,7.0,4.0,3.0,4.0,3.0,3.0,2.0,6.0,5.0,1.0,3.0,7.0,2.0,2.0,2.0,0.0,
2006,Male,Mortality,Acute lymphoblastic leukaemia,0.0,3.0,5.0,4.0,4.0,2.0,5.0,2.0,1.0,1.0,3.0,3.0,4.0,6.0,2.0,1.0,4.0,1.0,0.0,
2007,Male,Mortality,Acute lymphoblastic leukaemia,1.0,1.0,2.0,8.0,7.0,0.0,3.0,1.0,1.0,0.0,1.0,5.0,3.0,2.0,3.0,2.0,4.0,4.0,0.0,
2008,Male,Mortality,Acute lymphoblastic leukaemia,2.0,2.0,3.0,3.0,6.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,2.0,3.0,4.0,6.0,5.0,2.0,0.0,
2009,Male,Mortality,Acute lymphoblastic leukaemia,1.0,1.0,1.0,8.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,7.0,1.0,2.0,6.0,2.0,1.0,0.0,
2010,Male,Mortality,Acute lymphoblastic leukaemia,1.0,6.0,0.0,6.0,5.0,4.0,2.0,1.0,2.0,2.0,4.0,6.0,1.0,3.0,5.0,5.0,7.0,3.0,0.0,
2011,Male,Mortality,Acute lymphoblastic leukaemia,1.0,3.0,2.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,10.0,7.0,9.0,5.0,4.0,1.0,0.0,
1968,Female,Mortality,Acute lymphoblastic leukaemia,4.0,10.0,5.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,4.0,0.0,0.0,
1969,Female,Mortality,Acute lymphoblastic leukaemia,13.0,16.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,5.0,2.0,0.0,
1970,Female,Mortality,Acute lymphoblastic leukaemia,14.0,15.0,3.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,
1971,Female,Mortality,Acute lymphoblastic leukaemia,16.0,22.0,11.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,
1972,Female,Mortality,Acute lymphoblastic leukaemia,16.0,17.0,4.0,5.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,7.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,
1973,Female,Mortality,Acute lymphoblastic leukaemia,9.0,11.0,9.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,5.0,2.0,0.0,
1974,Female,Mortality,Acute lymphoblastic leukaemia,12.0,19.0,6.0,6.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,
1975,Female,Mortality,Acute lymphoblastic leukaemia,11.0,11.0,5.0,5.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,
1976,Female,Mortality,Acute lymphoblastic leukaemia,7.0,17.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,
1977,Female,Mortality,Acute lymphoblastic leukaemia,10.0,14.0,8.0,2.0,1.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,
1978,Female,Mortality,Acute lymphoblastic leukaemia,3.0,14.0,9.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,
1979,Female,Mortality,Acute lymphoblastic leukaemia,4.0,15.0,4.0,4.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,
1980,Female,Mortality,Acute lymphoblastic leukaemia,10.0,9.0,6.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,0.0,
1981,Female,Mortality,Acute lymphoblastic leukaemia,5.0,10.0,8.0,7.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,4.0,1.0,2.0,0.0,
1982,Female,Mortality,Acute lymphoblastic leukaemia,13.0,9.0,5.0,4.0,5.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,5.0,0.0,0.0,4.0,4.0,0.0,
1983,Female,Mortality,Acute lymphoblastic leukaemia,4.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,5.0,2.0,0.0,
1984,Female,Mortality,Acute lymphoblastic leukaemia,3.0,7.0,8.0,6.0,4.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,1.0,0.0,
1985,Female,Mortality,Acute lymphoblastic leukaemia,7.0,7.0,5.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,2.0,7.0,1.0,1.0,0.0,
1986,Female,Mortality,Acute lymphoblastic leukaemia,5.0,4.0,6.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,
1987,Female,Mortality,Acute lymphoblastic leukaemia,4.0,3.0,4.0,10.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,4.0,0.0,
1988,Female,Mortality,Acute lymphoblastic leukaemia,4.0,5.0,2.0,6.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,
1989,Female,Mortality,Acute lymphoblastic leukaemia,2.0,7.0,11.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,0.0,
1990,Female,Mortality,Acute lymphoblastic leukaemia,2.0,3.0,4.0,9.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,9.0,1.0,0.0,
1991,Female,Mortality,Acute lymphoblastic leukaemia,4.0,5.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,4.0,3.0,1.0,8.0,3.0,5.0,1.0,3.0,0.0,
1992,Female,Mortality,Acute lymphoblastic leukaemia,9.0,6.0,4.0,4.0,0.0,2.0,4.0,2.0,1.0,0.0,2.0,3.0,4.0,5.0,6.0,3.0,4.0,6.0,0.0,
1993,Female,Mortality,Acute lymphoblastic leukaemia,9.0,5.0,6.0,4.0,6.0,2.0,3.0,1.0,7.0,2.0,1.0,3.0,4.0,3.0,4.0,5.0,10.0,4.0,0.0,
1994,Female,Mortality,Acute lymphoblastic leukaemia,3.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,0.0,
1995,Female,Mortality,Acute lymphoblastic leukaemia,5.0,6.0,0.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,7.0,3.0,6.0,0.0,
1996,Female,Mortality,Acute lymphoblastic leukaemia,5.0,6.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,4.0,5.0,0.0,
1997,Female,Mortality,Acute lymphoblastic leukaemia,3.0,6.0,4.0,4.0,2.0,2.0,1.0,6.0,3.0,2.0,5.0,1.0,5.0,2.0,3.0,0.0,1.0,4.0,0.0,
1998,Female,Mortality,Acute lymphoblastic leukaemia,3.0,8.0,6.0,8.0,0.0,2.0,6.0,1.0,1.0,2.0,5.0,4.0,3.0,0.0,5.0,2.0,4.0,6.0,0.0,
1999,Female,Mortality,Acute lymphoblastic leukaemia,2.0,3.0,3.0,5.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,2.0,3.0,4.0,1.0,0.0,
2000,Female,Mortality,Acute lymphoblastic leukaemia,1.0,1.0,3.0,7.0,1.0,3.0,0.0,2.0,5.0,2.0,1.0,2.0,4.0,4.0,6.0,3.0,4.0,4.0,0.0,
2001,Female,Mortality,Acute lymphoblastic leukaemia,3.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,5.0,0.0,1.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,0.0,
2002,Female,Mortality,Acute lymphoblastic leukaemia,0.0,4.0,4.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,1.0,1.0,2.0,9.0,4.0,5.0,0.0,
2003,Female,Mortality,Acute lymphoblastic leukaemia,2.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,6.0,5.0,0.0,
2004,Female,Mortality,Acute lymphoblastic leukaemia,3.0,4.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,4.0,5.0,5.0,3.0,8.0,0.0,
2005,Female,Mortality,Acute lymphoblastic leukaemia,2.0,1.0,4.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,6.0,0.0,
2006,Female,Mortality,Acute lymphoblastic leukaemia,2.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,5.0,1.0,3.0,1.0,4.0,2.0,5.0,1.0,1.0,0.0,
2007,Female,Mortality,Acute lymphoblastic leukaemia,2.0,2.0,1.0,4.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,1.0,4.0,2.0,6.0,0.0,
2008,Female,Mortality,Acute lymphoblastic leukaemia,1.0,0.0,2.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,1.0,5.0,2.0,3.0,2.0,3.0,0.0,
2009,Female,Mortality,Acute lymphoblastic leukaemia,0.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0,
2010,Female,Mortality,Acute lymphoblastic leukaemia,1.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,0.0,
2011,Female,Mortality,Acute lymphoblastic leukaemia,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,7.0,4.0,4.0,2.0,3.0,4.0,0.0,
1968,Persons,Mortality,Acute lymphoblastic leukaemia,14.0,20.0,9.0,10.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,1.0,0.0,
1969,Persons,Mortality,Acute lymphoblastic leukaemia,27.0,28.0,17.0,7.0,4.0,6.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,3.0,7.0,3.0,7.0,2.0,0.0,
1970,Persons,Mortality,Acute lymphoblastic leukaemia,29.0,32.0,8.0,12.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,7.0,5.0,4.0,5.0,4.0,3.0,1.0,0.0,
1971,Persons,Mortality,Acute lymphoblastic leukaemia,37.0,46.0,22.0,7.0,6.0,2.0,1.0,0.0,4.0,1.0,1.0,7.0,8.0,1.0,6.0,2.0,2.0,2.0,0.0,
1972,Persons,Mortality,Acute lymphoblastic leukaemia,34.0,37.0,12.0,9.0,3.0,6.0,4.0,2.0,2.0,1.0,3.0,9.0,3.0,6.0,3.0,3.0,2.0,3.0,0.0,
1973,Persons,Mortality,Acute lymphoblastic leukaemia,22.0,25.0,16.0,11.0,5.0,3.0,0.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,5.0,4.0,6.0,3.0,0.0,
1974,Persons,Mortality,Acute lymphoblastic leukaemia,23.0,30.0,16.0,13.0,7.0,3.0,2.0,0.0,1.0,0.0,2.0,2.0,4.0,3.0,3.0,10.0,1.0,1.0,0.0,
1975,Persons,Mortality,Acute lymphoblastic leukaemia,24.0,25.0,11.0,18.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,4.0,5.0,3.0,1.0,0.0,
1976,Persons,Mortality,Acute lymphoblastic leukaemia,16.0,29.0,14.0,11.0,7.0,5.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,0.0,
1977,Persons,Mortality,Acute lymphoblastic leukaemia,21.0,28.0,15.0,11.0,2.0,8.0,2.0,2.0,4.0,4.0,0.0,1.0,2.0,9.0,4.0,3.0,2.0,2.0,0.0,
1978,Persons,Mortality,Acute lymphoblastic leukaemia,12.0,26.0,14.0,14.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,
1979,Persons,Mortality,Acute lymphoblastic leukaemia,11.0,25.0,9.0,10.0,15.0,3.0,3.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0,
1980,Persons,Mortality,Acute lymphoblastic leukaemia,18.0,31.0,14.0,17.0,8.0,3.0,2.0,0.0,2.0,2.0,3.0,2.0,3.0,6.0,4.0,5.0,3.0,4.0,0.0,
1981,Persons,Mortality,Acute lymphoblastic leukaemia,13.0,18.0,17.0,14.0,3.0,7.0,5.0,5.0,1.0,1.0,2.0,6.0,3.0,8.0,7.0,5.0,2.0,3.0,0.0,
1982,Persons,Mortality,Acute lymphoblastic leukaemia,17.0,24.0,12.0,11.0,15.0,7.0,6.0,7.0,2.0,1.0,5.0,3.0,5.0,8.0,2.0,1.0,7.0,4.0,0.0,
1983,Persons,Mortality,Acute lymphoblastic leukaemia,10.0,18.0,15.0,13.0,8.0,2.0,9.0,3.0,3.0,3.0,4.0,4.0,2.0,9.0,9.0,1.0,11.0,4.0,0.0,
1984,Persons,Mortality,Acute lymphoblastic leukaemia,13.0,14.0,16.0,12.0,15.0,5.0,5.0,7.0,4.0,2.0,4.0,4.0,8.0,5.0,9.0,7.0,5.0,4.0,0.0,
1985,Persons,Mortality,Acute lymphoblastic leukaemia,13.0,19.0,15.0,16.0,11.0,3.0,5.0,4.0,1.0,6.0,2.0,7.0,6.0,8.0,8.0,14.0,4.0,3.0,0.0,
1986,Persons,Mortality,Acute lymphoblastic leukaemia,10.0,12.0,10.0,11.0,7.0,7.0,3.0,1.0,3.0,0.0,4.0,10.0,7.0,4.0,4.0,7.0,4.0,5.0,0.0,
1987,Persons,Mortality,Acute lymphoblastic leukaemia,10.0,11.0,13.0,18.0,6.0,9.0,6.0,4.0,3.0,3.0,1.0,2.0,7.0,7.0,7.0,5.0,4.0,7.0,0.0,
1988,Persons,Mortality,Acute lymphoblastic leukaemia,6.0,8.0,7.0,18.0,9.0,6.0,5.0,7.0,6.0,3.0,3.0,6.0,10.0,6.0,9.0,4.0,5.0,4.0,0.0,
1989,Persons,Mortality,Acute lymphoblastic leukaemia,3.0,19.0,17.0,17.0,10.0,7.0,4.0,4.0,2.0,7.0,5.0,7.0,6.0,7.0,4.0,5.0,6.0,4.0,0.0,
1990,Persons,Mortality,Acute lymphoblastic leukaemia,9.0,14.0,7.0,16.0,7.0,7.0,5.0,6.0,5.0,2.0,1.0,7.0,3.0,3.0,10.0,6.0,11.0,2.0,0.0,
1991,Persons,Mortality,Acute lymphoblastic leukaemia,5.0,14.0,11.0,12.0,8.0,3.0,9.0,3.0,4.0,0.0,8.0,4.0,6.0,10.0,6.0,9.0,4.0,3.0,0.0,
1992,Persons,Mortality,Acute lymphoblastic leukaemia,15.0,11.0,13.0,16.0,11.0,4.0,7.0,4.0,6.0,6.0,3.0,6.0,7.0,7.0,12.0,6.0,4.0,8.0,0.0,
1993,Persons,Mortality,Acute lymphoblastic leukaemia,14.0,10.0,8.0,12.0,10.0,7.0,5.0,6.0,9.0,4.0,4.0,5.0,5.0,8.0,10.0,9.0,14.0,7.0,0.0,
1994,Persons,Mortality,Acute lymphoblastic leukaemia,8.0,15.0,16.0,11.0,10.0,11.0,6.0,4.0,2.0,5.0,6.0,6.0,11.0,9.0,8.0,8.0,8.0,5.0,0.0,
1995,Persons,Mortality,Acute lymphoblastic leukaemia,10.0,18.0,7.0,12.0,8.0,4.0,9.0,6.0,5.0,5.0,9.0,4.0,4.0,6.0,5.0,13.0,3.0,9.0,0.0,
1996,Persons,Mortality,Acute lymphoblastic leukaemia,8.0,18.0,10.0,11.0,9.0,6.0,7.0,2.0,10.0,5.0,6.0,2.0,4.0,8.0,12.0,6.0,9.0,7.0,0.0,
1997,Persons,Mortality,Acute lymphoblastic leukaemia,6.0,12.0,9.0,10.0,10.0,8.0,3.0,8.0,4.0,5.0,6.0,2.0,8.0,4.0,9.0,2.0,4.0,6.0,0.0,
1998,Persons,Mortality,Acute lymphoblastic leukaemia,12.0,13.0,19.0,18.0,4.0,5.0,10.0,8.0,2.0,6.0,11.0,10.0,6.0,3.0,11.0,5.0,5.0,9.0,0.0,
1999,Persons,Mortality,Acute lymphoblastic leukaemia,4.0,14.0,8.0,17.0,9.0,11.0,3.0,7.0,4.0,5.0,5.0,6.0,11.0,6.0,9.0,6.0,7.0,4.0,0.0,
2000,Persons,Mortality,Acute lymphoblastic leukaemia,4.0,7.0,7.0,12.0,8.0,6.0,1.0,2.0,6.0,10.0,6.0,8.0,13.0,12.0,8.0,12.0,7.0,6.0,0.0,
2001,Persons,Mortality,Acute lymphoblastic leukaemia,6.0,14.0,4.0,4.0,9.0,7.0,11.0,5.0,7.0,2.0,1.0,7.0,8.0,6.0,7.0,5.0,8.0,3.0,0.0,
2002,Persons,Mortality,Acute lymphoblastic leukaemia,2.0,7.0,10.0,12.0,6.0,3.0,10.0,3.0,6.0,6.0,8.0,7.0,4.0,7.0,6.0,14.0,7.0,8.0,0.0,
2003,Persons,Mortality,Acute lymphoblastic leukaemia,3.0,8.0,5.0,3.0,10.0,5.0,8.0,7.0,7.0,8.0,8.0,7.0,6.0,12.0,12.0,7.0,10.0,10.0,0.0,
2004,Persons,Mortality,Acute lymphoblastic leukaemia,6.0,9.0,4.0,4.0,3.0,5.0,1.0,3.0,5.0,4.0,8.0,4.0,3.0,13.0,6.0,12.0,4.0,9.0,0.0,
2005,Persons,Mortality,Acute lymphoblastic leukaemia,5.0,5.0,8.0,10.0,4.0,4.0,7.0,4.0,4.0,4.0,9.0,9.0,4.0,6.0,10.0,5.0,6.0,8.0,0.0,
2006,Persons,Mortality,Acute lymphoblastic leukaemia,2.0,5.0,6.0,6.0,5.0,6.0,6.0,2.0,3.0,6.0,4.0,6.0,5.0,10.0,4.0,6.0,5.0,2.0,0.0,
2007,Persons,Mortality,Acute lymphoblastic leukaemia,3.0,3.0,3.0,12.0,9.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,5.0,6.0,4.0,6.0,6.0,10.0,0.0,
2008,Persons,Mortality,Acute lymphoblastic leukaemia,3.0,2.0,5.0,7.0,9.0,4.0,4.0,4.0,4.0,3.0,5.0,9.0,3.0,8.0,6.0,9.0,7.0,5.0,0.0,
2009,Persons,Mortality,Acute lymphoblastic leukaemia,1.0,3.0,2.0,10.0,5.0,2.0,2.0,2.0,5.0,3.0,5.0,1.0,11.0,3.0,6.0,7.0,3.0,2.0,0.0,
2010,Persons,Mortality,Acute lymphoblastic leukaemia,2.0,7.0,1.0,10.0,5.0,5.0,3.0,3.0,2.0,4.0,6.0,7.0,6.0,5.0,10.0,7.0,9.0,4.0,0.0,
2011,Persons,Mortality,Acute lymphoblastic leukaemia,2.0,4.0,2.0,7.0,6.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,17.0,11.0,13.0,7.0,7.0,5.0,0.0,
1968,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1969,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1970,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1971,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1972,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1973,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1974,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1975,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1976,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1977,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1978,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1979,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1980,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1981,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1982,Male,Incidence,Acute myeloid leukaemia,9.0,3.0,3.0,3.0,9.0,3.0,8.0,8.0,4.0,10.0,10.0,13.0,25.0,24.0,25.0,26.0,15.0,11.0,0.0,
1983,Male,Incidence,Acute myeloid leukaemia,5.0,4.0,6.0,10.0,4.0,6.0,5.0,9.0,4.0,10.0,14.0,25.0,25.0,42.0,39.0,19.0,13.0,4.0,1.0,
1984,Male,Incidence,Acute myeloid leukaemia,2.0,4.0,6.0,7.0,11.0,6.0,4.0,14.0,5.0,11.0,15.0,18.0,29.0,37.0,27.0,24.0,19.0,14.0,0.0,
1985,Male,Incidence,Acute myeloid leukaemia,2.0,4.0,10.0,6.0,3.0,8.0,8.0,2.0,7.0,8.0,10.0,16.0,29.0,30.0,37.0,30.0,11.0,11.0,0.0,
1986,Male,Incidence,Acute myeloid leukaemia,6.0,3.0,5.0,2.0,7.0,5.0,8.0,8.0,7.0,9.0,18.0,24.0,29.0,38.0,46.0,23.0,21.0,7.0,0.0,
1987,Male,Incidence,Acute myeloid leukaemia,7.0,1.0,4.0,3.0,5.0,10.0,9.0,3.0,16.0,11.0,16.0,17.0,31.0,27.0,43.0,29.0,20.0,10.0,0.0,
1988,Male,Incidence,Acute myeloid leukaemia,13.0,1.0,5.0,5.0,2.0,6.0,10.0,6.0,10.0,13.0,17.0,26.0,28.0,45.0,39.0,32.0,22.0,14.0,0.0,
1989,Male,Incidence,Acute myeloid leukaemia,11.0,4.0,1.0,5.0,5.0,7.0,9.0,8.0,11.0,10.0,16.0,11.0,29.0,38.0,44.0,46.0,32.0,13.0,0.0,
1990,Male,Incidence,Acute myeloid leukaemia,6.0,6.0,6.0,5.0,4.0,4.0,13.0,14.0,11.0,12.0,11.0,27.0,29.0,49.0,27.0,55.0,17.0,7.0,0.0,
1991,Male,Incidence,Acute myeloid leukaemia,10.0,6.0,2.0,9.0,8.0,11.0,7.0,7.0,10.0,14.0,20.0,13.0,34.0,35.0,36.0,35.0,42.0,16.0,0.0,
1992,Male,Incidence,Acute myeloid leukaemia,10.0,7.0,3.0,7.0,4.0,4.0,13.0,6.0,9.0,13.0,13.0,24.0,34.0,51.0,51.0,53.0,23.0,16.0,0.0,
1993,Male,Incidence,Acute myeloid leukaemia,5.0,5.0,5.0,3.0,8.0,6.0,12.0,6.0,7.0,10.0,17.0,24.0,35.0,47.0,44.0,48.0,26.0,16.0,0.0,
1994,Male,Incidence,Acute myeloid leukaemia,10.0,5.0,4.0,9.0,7.0,12.0,8.0,5.0,13.0,17.0,17.0,22.0,47.0,38.0,50.0,33.0,34.0,24.0,0.0,
1995,Male,Incidence,Acute myeloid leukaemia,8.0,6.0,1.0,8.0,6.0,9.0,13.0,12.0,11.0,18.0,16.0,18.0,24.0,37.0,62.0,42.0,28.0,16.0,0.0,
1996,Male,Incidence,Acute myeloid leukaemia,6.0,2.0,1.0,3.0,9.0,9.0,15.0,14.0,13.0,15.0,21.0,17.0,35.0,45.0,47.0,52.0,31.0,18.0,0.0,
1997,Male,Incidence,Acute myeloid leukaemia,7.0,8.0,3.0,8.0,9.0,9.0,7.0,10.0,7.0,15.0,22.0,27.0,34.0,37.0,69.0,42.0,40.0,18.0,0.0,
1998,Male,Incidence,Acute myeloid leukaemia,5.0,7.0,3.0,4.0,7.0,9.0,13.0,8.0,13.0,12.0,31.0,21.0,24.0,51.0,54.0,60.0,26.0,30.0,0.0,
